time,group,order,char,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49
6,组05,排06,备,-1.2717894,-2.9510672,-0.86938417,-0.45411897,-0.9757124,-1.0062641,-0.72824866,-0.44655314,1.3547927,-0.08317868,0.15885682,0.30575463,-1.0908015,-1.2964756,-0.403792,-0.3805458,0.22782303,-0.13919002,-1.8389539,-0.23524576,-0.81982243,-0.11972669,0.3824044,-0.32301316,-0.77174133,0.5720196,0.25100258,-0.3454794,0.62437934,0.6249278,-0.23159271,0.05200395,0.18241043,-0.41516137,-0.59152806,-0.61272675,-0.12689102,0.38069776,-0.039765224,-0.1821668,-0.08773363,-0.014944287,0.030370157,0.039538763,-0.51449853,-0.07446053,0.3649477,0.102290116,-0.27216065,-0.007837176
6,组05,排06,性,-1.2717897,-2.951067,-0.8693841,-0.45411888,-0.97571236,-1.0062641,-0.72824895,-0.44655308,1.3547927,-0.08317865,0.1588566,0.3057544,-1.0908018,-1.2964755,-0.4037918,-0.3805457,0.22782297,-0.1391901,-1.838954,-0.2352458,-0.81982255,-0.11972676,0.38240445,-0.32301325,-0.7717415,0.57201964,0.25100258,-0.3454796,0.62437946,0.62492776,-0.23159276,0.05200401,0.18241034,-0.41516158,-0.5915282,-0.61272675,-0.12689094,0.38069767,-0.03976514,-0.18216681,-0.087733775,-0.014944333,0.030370058,0.039538853,-0.51449865,-0.07446046,0.36494774,0.102290146,-0.2721605,-0.007837176
6,组05,排06,时,-1.2717896,-2.9510672,-0.86938393,-0.45411897,-0.97571224,-1.006264,-0.7282489,-0.44655296,1.354793,-0.08317866,0.15885662,0.30575448,-1.0908021,-1.2964753,-0.40379193,-0.38054577,0.22782294,-0.13919008,-1.8389535,-0.23524581,-0.81982315,-0.11972682,0.38240448,-0.3230133,-0.77174157,0.5720198,0.2510026,-0.3454796,0.6243794,0.62492776,-0.23159279,0.05200398,0.18241036,-0.41516158,-0.5915282,-0.61272675,-0.12689099,0.38069773,-0.039765146,-0.18216683,-0.087733746,-0.014944319,0.030370083,0.039538857,-0.51449865,-0.07446045,0.3649478,0.10229015,-0.27216053,-0.007837183
1,组06,排01,处,1.3811818,-2.0894055,-0.81874174,2.0243857,-1.8306619,0.21026422,-0.4239355,-0.74250025,0.40185046,0.7089578,-0.77557296,0.4234984,0.31571066,0.51662135,-0.98642236,0.9738867,-0.41128764,0.3670793,-0.040880688,0.8767606,0.85142785,-0.2711845,0.47442627,0.4588485,0.6372267,-0.4994098,-0.62470436,-0.3930384,0.17603989,-0.071862034,-0.08999473,0.2634372,0.034890246,-0.18708126,-0.3519136,-0.06358997,0.11641613,-0.23814234,0.0019785997,0.5761894,-0.31374624,0.09894922,-0.15880801,0.89459217,0.039905284,0.10218113,-0.039526664,0.21217361,-0.2790215,-0.5547489
1,组06,排01,爱,1.3811818,-2.0894055,-0.81874174,2.0243857,-1.8306619,0.21026422,-0.4239355,-0.74250025,0.40185046,0.7089578,-0.77557296,0.4234984,0.31571066,0.51662135,-0.98642236,0.9738867,-0.41128764,0.3670793,-0.040880688,0.8767606,0.85142785,-0.2711845,0.47442627,0.4588485,0.6372267,-0.4994098,-0.62470436,-0.3930384,0.17603989,-0.071862034,-0.08999473,0.2634372,0.034890246,-0.18708126,-0.3519136,-0.06358997,0.11641613,-0.23814234,0.0019785997,0.5761894,-0.31374624,0.09894922,-0.15880801,0.89459217,0.039905284,0.10218113,-0.039526664,0.21217361,-0.2790215,-0.5547489
1,组06,排01,坐,1.3811818,-2.0894055,-0.81874174,2.0243857,-1.8306619,0.21026422,-0.4239355,-0.74250025,0.40185046,0.7089578,-0.77557296,0.4234984,0.31571066,0.51662135,-0.98642236,0.9738867,-0.41128764,0.3670793,-0.040880688,0.8767606,0.85142785,-0.2711845,0.47442627,0.4588485,0.6372267,-0.4994098,-0.62470436,-0.3930384,0.17603989,-0.071862034,-0.08999473,0.2634372,0.034890246,-0.18708126,-0.3519136,-0.06358997,0.11641613,-0.23814234,0.0019785997,0.5761894,-0.31374624,0.09894922,-0.15880801,0.89459217,0.039905284,0.10218113,-0.039526664,0.21217361,-0.2790215,-0.5547489
2,组06,排02,处,2.002024,-1.4265624,0.8962968,2.4325008,-1.0031968,0.03405897,-0.33883822,0.20101662,-1.0971469,0.05994846,-1.175169,-0.471931,0.21543796,0.6141666,-0.9530795,-0.09771736,0.13405205,-0.025077889,0.10874751,0.8535429,0.91291595,-0.06656481,-0.7199707,0.45086867,0.2647031,0.23942928,-0.24236442,-0.058337808,-0.7821673,-0.06370518,-0.15566792,0.05016175,0.16181894,0.42713258,-0.32068598,-0.4294917,-0.26964468,0.11879136,-0.2963543,-0.15667833,-0.27562448,-0.2125156,0.3562349,-0.19199622,-0.0055150064,0.111915976,0.7569729,-0.10092438,-0.0049952557,0.008787856
2,组06,排02,坐,2.002024,-1.4265624,0.8962968,2.4325008,-1.0031968,0.03405897,-0.33883822,0.20101662,-1.0971469,0.05994846,-1.175169,-0.471931,0.21543796,0.6141666,-0.9530795,-0.09771736,0.13405205,-0.025077889,0.10874751,0.8535429,0.91291595,-0.06656481,-0.7199707,0.45086867,0.2647031,0.23942928,-0.24236442,-0.058337808,-0.7821673,-0.06370518,-0.15566792,0.05016175,0.16181894,0.42713258,-0.32068598,-0.4294917,-0.26964468,0.11879136,-0.2963543,-0.15667833,-0.27562448,-0.2125156,0.3562349,-0.19199622,-0.0055150064,0.111915976,0.7569729,-0.10092438,-0.0049952557,0.008787856
2,组06,排02,爱,2.002024,-1.4265624,0.8962968,2.4325008,-1.0031968,0.03405897,-0.33883822,0.20101662,-1.0971469,0.05994846,-1.175169,-0.471931,0.21543796,0.6141666,-0.9530795,-0.09771736,0.13405205,-0.025077889,0.10874751,0.8535429,0.91291595,-0.06656481,-0.7199707,0.45086867,0.2647031,0.23942928,-0.24236442,-0.058337808,-0.7821673,-0.06370518,-0.15566792,0.05016175,0.16181894,0.42713258,-0.32068598,-0.4294917,-0.26964468,0.11879136,-0.2963543,-0.15667833,-0.27562448,-0.2125156,0.3562349,-0.19199622,-0.0055150064,0.111915976,0.7569729,-0.10092438,-0.0049952557,0.008787856
3,组06,排03,爱,-0.07828561,-3.077828,-0.17795254,2.0855,-1.7717133,1.2549658,-0.3589601,-1.7822874,-0.5528342,0.29734045,-0.91734403,-0.8213115,0.29578012,-0.18052466,0.07518487,0.47351015,-0.61985147,-0.26341343,-0.31741327,1.0309523,0.27659214,-0.04573658,0.30245194,0.50044805,-0.055919144,-0.17114665,0.11405364,0.14565113,-0.66754276,-0.30966434,-0.38491663,0.020877564,-0.3962247,-0.59553385,-0.33426204,0.34841338,0.31589887,0.23062734,0.32469332,-0.4399424,0.7734802,0.08830911,0.14323954,-0.17198248,0.20388679,-0.4706207,-0.23497668,-0.30919597,-0.0027050741,0.000419605
3,组06,排03,处,-0.07828561,-3.077828,-0.17795254,2.0855,-1.7717133,1.2549658,-0.3589601,-1.7822874,-0.5528342,0.29734045,-0.91734403,-0.8213115,0.29578012,-0.18052466,0.07518487,0.47351015,-0.61985147,-0.26341343,-0.31741327,1.0309523,0.27659214,-0.04573658,0.30245194,0.50044805,-0.055919144,-0.17114665,0.11405364,0.14565113,-0.66754276,-0.30966434,-0.38491663,0.020877564,-0.3962247,-0.59553385,-0.33426204,0.34841338,0.31589887,0.23062734,0.32469332,-0.4399424,0.7734802,0.08830911,0.14323954,-0.17198248,0.20388679,-0.4706207,-0.23497668,-0.30919597,-0.0027050741,0.000419605
3,组06,排03,坐,-0.07828561,-3.077828,-0.17795254,2.0855,-1.7717133,1.2549658,-0.3589601,-1.7822874,-0.5528342,0.29734045,-0.91734403,-0.8213115,0.29578012,-0.18052466,0.07518487,0.47351015,-0.61985147,-0.26341343,-0.31741327,1.0309523,0.27659214,-0.04573658,0.30245194,0.50044805,-0.055919144,-0.17114665,0.11405364,0.14565113,-0.66754276,-0.30966434,-0.38491663,0.020877564,-0.3962247,-0.59553385,-0.33426204,0.34841338,0.31589887,0.23062734,0.32469332,-0.4399424,0.7734802,0.08830911,0.14323954,-0.17198248,0.20388679,-0.4706207,-0.23497668,-0.30919597,-0.0027050741,0.000419605
4,组06,排04,爱,2.030686,-2.004415,0.3967432,2.7894785,-0.9782668,0.5645189,-0.7974203,0.12484414,-0.92217493,0.03757364,-1.1074774,-0.38348028,0.3695046,0.8411139,-0.9193069,0.015187029,-0.06501638,0.22127627,0.13900538,1.0199014,0.5940805,0.08825469,-0.7090823,0.7186653,0.4181092,0.20105438,-0.13189843,-0.17791973,-0.8762154,0.03133853,-0.22180972,-0.15608,0.3147158,0.63781714,-0.4824868,-0.064360656,-0.42943573,0.046595935,-0.30960515,-0.27682537,0.020881344,-0.31510413,0.33680567,-0.35642764,0.03142633,-0.061296612,0.66297585,-0.037336003,-0.2790886,-0.11705452
4,组06,排04,坐,2.030686,-2.004415,0.3967432,2.7894785,-0.9782668,0.5645189,-0.7974203,0.12484414,-0.92217493,0.03757364,-1.1074774,-0.38348028,0.3695046,0.8411139,-0.9193069,0.015187029,-0.06501638,0.22127627,0.13900538,1.0199014,0.5940805,0.08825469,-0.7090823,0.7186653,0.4181092,0.20105438,-0.13189843,-0.17791973,-0.8762154,0.03133853,-0.22180972,-0.15608,0.3147158,0.63781714,-0.4824868,-0.064360656,-0.42943573,0.046595935,-0.30960515,-0.27682537,0.020881344,-0.31510413,0.33680567,-0.35642764,0.03142633,-0.061296612,0.66297585,-0.037336003,-0.2790886,-0.11705452
4,组06,排04,处,2.030686,-2.004415,0.3967432,2.7894785,-0.9782668,0.5645189,-0.7974203,0.12484414,-0.92217493,0.03757364,-1.1074774,-0.38348028,0.3695046,0.8411139,-0.9193069,0.015187029,-0.06501638,0.22127627,0.13900538,1.0199014,0.5940805,0.08825469,-0.7090823,0.7186653,0.4181092,0.20105438,-0.13189843,-0.17791973,-0.8762154,0.03133853,-0.22180972,-0.15608,0.3147158,0.63781714,-0.4824868,-0.064360656,-0.42943573,0.046595935,-0.30960515,-0.27682537,0.020881344,-0.31510413,0.33680567,-0.35642764,0.03142633,-0.061296612,0.66297585,-0.037336003,-0.2790886,-0.11705452
5,组06,排05,坐,-0.1084354,-2.8195293,-0.08825858,1.4589969,-1.5420568,-0.35051367,-0.51185876,-1.9448004,-0.26521415,0.8838252,-0.89442635,-0.97180843,-0.19040571,-0.9282087,0.5526322,0.24175,0.36012682,-1.1677952,-0.16492715,0.81104684,0.77401346,-0.22392386,0.63841957,0.101882376,0.038440313,-0.55141014,0.41904235,0.49119368,-0.75765324,-0.2395952,-0.16119766,0.30573487,-0.5225569,-0.52429247,-0.04895735,-0.15805575,0.7512228,0.31429747,0.35791612,-0.38063848,0.32475004,0.30294734,-0.018503703,-0.43116793,-0.014725327,-0.44245258,-0.3618047,-0.34511566,0.25528568,0.27330488
5,组06,排05,处,-0.1084354,-2.8195293,-0.08825858,1.4589969,-1.5420568,-0.35051367,-0.51185876,-1.9448004,-0.26521415,0.8838252,-0.89442635,-0.97180843,-0.19040571,-0.9282087,0.5526322,0.24175,0.36012682,-1.1677952,-0.16492715,0.81104684,0.77401346,-0.22392386,0.63841957,0.101882376,0.038440313,-0.55141014,0.41904235,0.49119368,-0.75765324,-0.2395952,-0.16119766,0.30573487,-0.5225569,-0.52429247,-0.04895735,-0.15805575,0.7512228,0.31429747,0.35791612,-0.38063848,0.32475004,0.30294734,-0.018503703,-0.43116793,-0.014725327,-0.44245258,-0.3618047,-0.34511566,0.25528568,0.27330488
5,组06,排05,爱,-0.1084354,-2.8195293,-0.08825858,1.4589969,-1.5420568,-0.35051367,-0.51185876,-1.9448004,-0.26521415,0.8838252,-0.89442635,-0.97180843,-0.19040571,-0.9282087,0.5526322,0.24175,0.36012682,-1.1677952,-0.16492715,0.81104684,0.77401346,-0.22392386,0.63841957,0.101882376,0.038440313,-0.55141014,0.41904235,0.49119368,-0.75765324,-0.2395952,-0.16119766,0.30573487,-0.5225569,-0.52429247,-0.04895735,-0.15805575,0.7512228,0.31429747,0.35791612,-0.38063848,0.32475004,0.30294734,-0.018503703,-0.43116793,-0.014725327,-0.44245258,-0.3618047,-0.34511566,0.25528568,0.27330488
6,组06,排06,坐,1.4881787,-2.2185106,-1.0712492,1.6802963,-1.6464555,-0.8718526,-0.5934964,-0.5697852,0.5351881,1.2898388,-0.8031011,0.48834652,0.28748012,0.18617529,-0.45843318,0.8340577,0.031893656,-0.049236733,0.2285025,0.7672488,1.0463623,-0.2311677,0.60787493,0.07072234,0.53898,-0.6738761,-0.3235841,-0.16458836,0.034729056,0.12689988,-0.21250178,0.26667672,0.1775289,0.062875666,-0.20045821,-0.25040728,0.20062765,-0.06260898,-0.0012948334,0.59382415,-0.32300124,0.063075,-0.3232337,0.3649803,-0.007655669,0.20430727,-0.014458014,0.38221905,-0.25865927,-0.24578375
6,组06,排06,爱,1.4881792,-2.2185109,-1.071249,1.6802962,-1.6464554,-0.8718527,-0.59349626,-0.56978536,0.53518814,1.2898388,-0.8031012,0.48834658,0.28748018,0.18617526,-0.45843312,0.8340579,0.031893544,-0.04923679,0.22850242,0.7672486,1.0463626,-0.23116773,0.6078753,0.07072233,0.5389802,-0.6738764,-0.32358408,-0.16458827,0.034729023,0.12690005,-0.21250169,0.26667666,0.17752883,0.062875755,-0.20045826,-0.2504074,0.2006277,-0.062608816,-0.0012947466,0.593824,-0.32300112,0.0630749,-0.32323363,0.3649803,-0.007655688,0.2043074,-0.014458024,0.38221908,-0.25865936,-0.24578369
6,组06,排06,处,1.4881792,-2.2185109,-1.071249,1.6802962,-1.6464554,-0.8718527,-0.59349626,-0.56978536,0.53518814,1.2898388,-0.8031012,0.48834658,0.28748018,0.18617526,-0.45843312,0.8340579,0.031893544,-0.04923679,0.22850242,0.7672486,1.0463626,-0.23116773,0.6078753,0.07072233,0.5389802,-0.6738764,-0.32358408,-0.16458827,0.034729023,0.12690005,-0.21250169,0.26667666,0.17752883,0.062875755,-0.20045826,-0.2504074,0.2006277,-0.062608816,-0.0012947466,0.593824,-0.32300112,0.0630749,-0.32323363,0.3649803,-0.007655688,0.2043074,-0.014458024,0.38221908,-0.25865936,-0.24578369
1,组07,排01,期,2.611727,0.17627296,0.78111136,-0.66666174,-0.4557676,0.48373348,0.64134973,1.5099914,0.84744835,0.09260641,-0.5938055,-1.0287628,-0.22101016,-1.7663317,0.5209495,0.067159526,0.25768647,-0.44100493,0.17888966,-0.08787445,0.16518298,-0.003218231,0.0325156,-0.7961002,0.2446776,0.00526052,-1.0161629,0.64725125,-0.5834979,-0.81139416,0.08681139,-0.05656754,-0.16771454,-0.21384318,0.4930675,0.09966489,-0.08975277,0.5697338,0.32890308,0.17599578,-0.83312345,0.08136042,-0.6890449,-0.054633453,-0.2848052,0.0410248,0.0027930415,-0.23252162,-0.023545701,0.21741752
1,组07,排01,应,2.611727,0.17627296,0.78111136,-0.66666174,-0.4557676,0.48373348,0.64134973,1.5099914,0.84744835,0.09260641,-0.5938055,-1.0287628,-0.22101016,-1.7663317,0.5209495,0.067159526,0.25768647,-0.44100493,0.17888966,-0.08787445,0.16518298,-0.003218231,0.0325156,-0.7961002,0.2446776,0.00526052,-1.0161629,0.64725125,-0.5834979,-0.81139416,0.08681139,-0.05656754,-0.16771454,-0.21384318,0.4930675,0.09966489,-0.08975277,0.5697338,0.32890308,0.17599578,-0.83312345,0.08136042,-0.6890449,-0.054633453,-0.2848052,0.0410248,0.0027930415,-0.23252162,-0.023545701,0.21741752
1,组07,排01,表,2.611727,0.17627296,0.78111136,-0.66666174,-0.4557676,0.48373348,0.64134973,1.5099914,0.84744835,0.09260641,-0.5938055,-1.0287628,-0.22101016,-1.7663317,0.5209495,0.067159526,0.25768647,-0.44100493,0.17888966,-0.08787445,0.16518298,-0.003218231,0.0325156,-0.7961002,0.2446776,0.00526052,-1.0161629,0.64725125,-0.5834979,-0.81139416,0.08681139,-0.05656754,-0.16771454,-0.21384318,0.4930675,0.09966489,-0.08975277,0.5697338,0.32890308,0.17599578,-0.83312345,0.08136042,-0.6890449,-0.054633453,-0.2848052,0.0410248,0.0027930415,-0.23252162,-0.023545701,0.21741752
2,组07,排02,期,0.83247066,0.36928743,1.8099363,-0.3844083,-0.52815485,-0.7282023,0.73761714,0.52772874,0.28977716,1.8359326,-0.517773,1.6746353,-0.22587763,-0.26711679,0.16733484,0.62980276,0.29328656,0.952223,0.795215,0.4677099,-0.19418418,0.6215875,0.55227697,-0.719579,-0.05826879,-0.33184978,-0.3135648,-0.12448974,0.5911744,0.06940473,-0.44603845,-0.67172414,-0.5372872,-0.19544865,0.06664092,0.33991954,-0.35151032,-0.25525922,0.32404134,-0.27020144,-0.2032829,0.52465135,0.18726723,-0.48827723,0.326771,0.6336226,0.23343815,-0.660522,-0.21789235,-0.20916599
2,组07,排02,表,0.83247066,0.36928743,1.8099363,-0.3844083,-0.52815485,-0.7282023,0.73761714,0.52772874,0.28977716,1.8359326,-0.517773,1.6746353,-0.22587763,-0.26711679,0.16733484,0.62980276,0.29328656,0.952223,0.795215,0.4677099,-0.19418418,0.6215875,0.55227697,-0.719579,-0.05826879,-0.33184978,-0.3135648,-0.12448974,0.5911744,0.06940473,-0.44603845,-0.67172414,-0.5372872,-0.19544865,0.06664092,0.33991954,-0.35151032,-0.25525922,0.32404134,-0.27020144,-0.2032829,0.52465135,0.18726723,-0.48827723,0.326771,0.6336226,0.23343815,-0.660522,-0.21789235,-0.20916599
2,组07,排02,应,0.83247066,0.36928743,1.8099363,-0.3844083,-0.52815485,-0.7282023,0.73761714,0.52772874,0.28977716,1.8359326,-0.517773,1.6746353,-0.22587763,-0.26711679,0.16733484,0.62980276,0.29328656,0.952223,0.795215,0.4677099,-0.19418418,0.6215875,0.55227697,-0.719579,-0.05826879,-0.33184978,-0.3135648,-0.12448974,0.5911744,0.06940473,-0.44603845,-0.67172414,-0.5372872,-0.19544865,0.06664092,0.33991954,-0.35151032,-0.25525922,0.32404134,-0.27020144,-0.2032829,0.52465135,0.18726723,-0.48827723,0.326771,0.6336226,0.23343815,-0.660522,-0.21789235,-0.20916599
3,组07,排03,应,-1.7009382,-1.9961694,3.6726985,1.5940961,-0.22551154,-0.7010544,0.62821,1.9964225,-0.32639533,-1.2253513,-1.0966522,0.23003855,0.6743388,-0.32857928,0.1829069,-0.89923203,0.117055394,-0.45944038,-0.18630405,-1.2164494,-0.9460306,2.0250664,-0.16892844,-0.18531494,1.1044012,-0.87979007,0.30373007,-0.12680353,-0.16094054,-0.86002135,0.041779835,0.11956665,0.5667262,-0.45081753,-0.044182777,-0.26537725,0.043044135,0.083023384,0.017185906,0.094831176,0.11498473,0.043489616,0.090685226,0.17801782,-0.018231228,0.12072152,0.13673997,0.051458754,0.025059048,0.022736767
3,组07,排03,期,-1.7009382,-1.9961694,3.6726985,1.5940961,-0.22551154,-0.7010544,0.62821,1.9964225,-0.32639533,-1.2253513,-1.0966522,0.23003855,0.6743388,-0.32857928,0.1829069,-0.89923203,0.117055394,-0.45944038,-0.18630405,-1.2164494,-0.9460306,2.0250664,-0.16892844,-0.18531494,1.1044012,-0.87979007,0.30373007,-0.12680353,-0.16094054,-0.86002135,0.041779835,0.11956665,0.5667262,-0.45081753,-0.044182777,-0.26537725,0.043044135,0.083023384,0.017185906,0.094831176,0.11498473,0.043489616,0.090685226,0.17801782,-0.018231228,0.12072152,0.13673997,0.051458754,0.025059048,0.022736767
3,组07,排03,表,-1.7009382,-1.9961694,3.6726985,1.5940961,-0.22551154,-0.7010544,0.62821,1.9964225,-0.32639533,-1.2253513,-1.0966522,0.23003855,0.6743388,-0.32857928,0.1829069,-0.89923203,0.117055394,-0.45944038,-0.18630405,-1.2164494,-0.9460306,2.0250664,-0.16892844,-0.18531494,1.1044012,-0.87979007,0.30373007,-0.12680353,-0.16094054,-0.86002135,0.041779835,0.11956665,0.5667262,-0.45081753,-0.044182777,-0.26537725,0.043044135,0.083023384,0.017185906,0.094831176,0.11498473,0.043489616,0.090685226,0.17801782,-0.018231228,0.12072152,0.13673997,0.051458754,0.025059048,0.022736767
4,组07,排04,应,1.0179696,-0.4449689,1.5433998,0.39490843,-0.49984527,-0.124326654,0.66647995,0.6260825,0.16353498,1.7714502,-0.46421596,1.7444854,-0.10710863,-0.04207652,-0.091505155,0.6029912,-0.2439039,1.1700233,0.6182698,0.22849223,-0.13100918,0.68247163,0.14470327,-0.9589706,-0.04291201,-0.44863334,-0.4507272,-0.26806903,0.44295532,0.21396886,-0.42190412,-0.81437755,-0.5445691,-0.32883722,0.08505955,0.22902666,-0.10121515,-0.08317878,0.4203023,0.0011868833,-0.16004413,0.540567,-0.07776684,-0.37898976,0.40614298,0.723883,0.003028595,-0.46903026,-0.03980417,-0.14875196
4,组07,排04,表,1.0179696,-0.4449689,1.5433998,0.39490843,-0.49984527,-0.124326654,0.66647995,0.6260825,0.16353498,1.7714502,-0.46421596,1.7444854,-0.10710863,-0.04207652,-0.091505155,0.6029912,-0.2439039,1.1700233,0.6182698,0.22849223,-0.13100918,0.68247163,0.14470327,-0.9589706,-0.04291201,-0.44863334,-0.4507272,-0.26806903,0.44295532,0.21396886,-0.42190412,-0.81437755,-0.5445691,-0.32883722,0.08505955,0.22902666,-0.10121515,-0.08317878,0.4203023,0.0011868833,-0.16004413,0.540567,-0.07776684,-0.37898976,0.40614298,0.723883,0.003028595,-0.46903026,-0.03980417,-0.14875196
4,组07,排04,期,1.0179696,-0.4449689,1.5433998,0.39490843,-0.49984527,-0.124326654,0.66647995,0.6260825,0.16353498,1.7714502,-0.46421596,1.7444854,-0.10710863,-0.04207652,-0.091505155,0.6029912,-0.2439039,1.1700233,0.6182698,0.22849223,-0.13100918,0.68247163,0.14470327,-0.9589706,-0.04291201,-0.44863334,-0.4507272,-0.26806903,0.44295532,0.21396886,-0.42190412,-0.81437755,-0.5445691,-0.32883722,0.08505955,0.22902666,-0.10121515,-0.08317878,0.4203023,0.0011868833,-0.16004413,0.540567,-0.07776684,-0.37898976,0.40614298,0.723883,0.003028595,-0.46903026,-0.03980417,-0.14875196
5,组07,排05,表,-1.4214487,-2.8638325,3.2573519,1.857015,0.03584857,0.12964094,1.0165619,1.7939742,-0.2509497,-1.0784682,-0.99777174,0.4920804,0.7337186,0.19691862,0.1295907,-0.656149,0.03897128,-0.513043,-0.50354314,-0.9008038,-0.9289725,1.7850131,-0.08182471,0.093160175,0.9188617,-0.57704914,0.4346744,-0.22019319,0.29680118,-0.93399864,-0.053546865,0.42070374,0.24758357,-0.30867693,-0.22542416,-0.060931757,-0.3445595,-0.3111147,0.12049194,0.09894115,0.3930739,-0.10902321,0.6482607,0.38191533,-0.025134264,-0.1582593,-0.049780704,0.17249969,-0.08899613,-0.06503981
5,组07,排05,期,-1.4214487,-2.8638325,3.2573519,1.857015,0.03584857,0.12964094,1.0165619,1.7939742,-0.2509497,-1.0784682,-0.99777174,0.4920804,0.7337186,0.19691862,0.1295907,-0.656149,0.03897128,-0.513043,-0.50354314,-0.9008038,-0.9289725,1.7850131,-0.08182471,0.093160175,0.9188617,-0.57704914,0.4346744,-0.22019319,0.29680118,-0.93399864,-0.053546865,0.42070374,0.24758357,-0.30867693,-0.22542416,-0.060931757,-0.3445595,-0.3111147,0.12049194,0.09894115,0.3930739,-0.10902321,0.6482607,0.38191533,-0.025134264,-0.1582593,-0.049780704,0.17249969,-0.08899613,-0.06503981
5,组07,排05,应,-1.4214487,-2.8638325,3.2573519,1.857015,0.03584857,0.12964094,1.0165619,1.7939742,-0.2509497,-1.0784682,-0.99777174,0.4920804,0.7337186,0.19691862,0.1295907,-0.656149,0.03897128,-0.513043,-0.50354314,-0.9008038,-0.9289725,1.7850131,-0.08182471,0.093160175,0.9188617,-0.57704914,0.4346744,-0.22019319,0.29680118,-0.93399864,-0.053546865,0.42070374,0.24758357,-0.30867693,-0.22542416,-0.060931757,-0.3445595,-0.3111147,0.12049194,0.09894115,0.3930739,-0.10902321,0.6482607,0.38191533,-0.025134264,-0.1582593,-0.049780704,0.17249969,-0.08899613,-0.06503981
6,组07,排06,表,2.7097032,-0.7694678,0.54871625,0.061235182,-0.5213917,1.8215207,0.98572445,1.6556071,0.7741169,0.17338476,-0.40164077,-0.7039229,-0.17192712,-1.1021466,0.086862236,0.31352398,-0.13413951,-0.10056924,0.0607726,0.041304506,0.21936426,-0.11095131,-0.33424738,-0.840406,0.16000812,0.16753757,-0.81317264,0.26252955,-0.3351116,-0.766851,-0.11985354,0.20406917,-0.4001291,-0.27586833,0.33981118,0.16636506,-0.4252967,0.44778702,0.35746816,0.05157446,-0.34835148,-0.16167502,-0.38921168,0.13404787,-0.42281234,-0.24797373,-0.15501004,0.055013943,-0.087291546,0.22505258
6,组07,排06,应,2.709703,-0.76946795,0.54871696,0.06123506,-0.52139145,1.821521,0.9857244,1.6556071,0.77411693,0.17338456,-0.40164095,-0.70392287,-0.17192703,-1.1021465,0.08686215,0.31352392,-0.1341395,-0.10056921,0.060772706,0.041304577,0.2193644,-0.11095127,-0.33424744,-0.840406,0.16000845,0.16753745,-0.8131727,0.26252952,-0.33511153,-0.76685095,-0.119853415,0.2040691,-0.4001291,-0.2758683,0.3398111,0.16636509,-0.4252968,0.44778702,0.35746804,0.051574502,-0.3483515,-0.16167504,-0.3892116,0.13404788,-0.4228124,-0.2479737,-0.15501001,0.055013914,-0.087291546,0.22505261
6,组07,排06,期,2.709703,-0.76946795,0.54871696,0.06123506,-0.52139145,1.821521,0.9857244,1.6556071,0.77411693,0.17338456,-0.40164095,-0.70392287,-0.17192703,-1.1021465,0.08686215,0.31352392,-0.1341395,-0.10056921,0.060772706,0.041304577,0.2193644,-0.11095127,-0.33424744,-0.840406,0.16000845,0.16753745,-0.8131727,0.26252952,-0.33511153,-0.76685095,-0.119853415,0.2040691,-0.4001291,-0.2758683,0.3398111,0.16636509,-0.4252968,0.44778702,0.35746804,0.051574502,-0.3483515,-0.16167504,-0.3892116,0.13404788,-0.4228124,-0.2479737,-0.15501001,0.055013914,-0.087291546,0.22505261
1,组08,排01,者,0.73412555,0.74994004,1.1123953,-0.31174934,0.77705044,-0.6721978,0.11773443,-0.6380314,0.27528247,0.55352527,0.06230636,0.57483965,0.6333358,0.16219655,-0.5547765,0.23478551,-0.12918894,0.65834117,0.35108817,0.54593396,-0.4799584,-0.22348106,0.3368785,-0.24654357,-0.3328301,0.20879458,-0.50289035,-0.49643528,-0.14432873,-0.4248476,-0.35020122,-0.77865446,0.49969155,-0.21447177,0.37578008,-0.96373373,-0.36426866,0.06910003,0.003067805,0.32662004,0.13175294,0.7008455,0.10790174,0.07012812,-0.65713763,-0.37934986,-0.2496385,0.3811622,0.236101,-0.043315522
1,组08,排01,年,0.73412555,0.74994004,1.1123953,-0.31174934,0.77705044,-0.6721978,0.11773443,-0.6380314,0.27528247,0.55352527,0.06230636,0.57483965,0.6333358,0.16219655,-0.5547765,0.23478551,-0.12918894,0.65834117,0.35108817,0.54593396,-0.4799584,-0.22348106,0.3368785,-0.24654357,-0.3328301,0.20879458,-0.50289035,-0.49643528,-0.14432873,-0.4248476,-0.35020122,-0.77865446,0.49969155,-0.21447177,0.37578008,-0.96373373,-0.36426866,0.06910003,0.003067805,0.32662004,0.13175294,0.7008455,0.10790174,0.07012812,-0.65713763,-0.37934986,-0.2496385,0.3811622,0.236101,-0.043315522
